Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2007M02	3.033
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2007M01	2.368
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M12	3.031
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M11	2.830
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M10	3.762
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M09	5.211
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M08	4.624
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M07	4.677
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M06	4.320
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M05	3.692
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M04	3.607
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M03	3.175
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M02	3.781
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2006M01	4.070
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M12	4.386
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M11	3.603
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M10	5.446
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M09	5.643
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M08	6.836
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M07	6.256
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M06	4.413
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M05	4.715
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M04	3.308
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M03	2.517
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M02	3.036
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2005M01	2.840
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M12	4.824
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M11	4.064
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M10	5.918
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M09	5.737
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M08	7.105
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M07	7.153
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M06	5.423
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M05	3.531
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M04	2.945
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M03	2.817
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M02	3.817
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2004M01	4.040
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M12	4.716
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M11	3.612
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M10	4.013
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M09	3.619
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M08	5.904
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M07	3.318
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M06	4.402
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M05	4.529
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M04	2.601
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M03	3.494
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M02	3.339
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2003M01	3.385
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M12	2.366
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M11	1.717
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M10	2.915
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M09	3.551
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M08	5.708
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M07	4.495
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M06	3.101
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M05	2.472
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M04	2.893
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M03	1.800
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M02	2.462
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2002M01	1.518
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M12	2.168
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M11	1.967
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M10	2.055
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M09	3.105
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M08	3.604
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M07	3.177
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M06	2.688
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M05	1.484
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M04	2.356
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M03	1.317
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M02	1.385
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2001M01	1.047
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M12	2.116
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M11	1.156
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M10	1.220
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M09	2.228
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M08	2.067
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M07	1.437
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M06	1.611
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M05	1.004
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M04	1.425
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M03	874
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M02	629
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2000M01	727
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M12	1.204
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M11	1.235
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M10	1.237
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M09	2.505
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M08	3.727
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M07	2.035
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M06	2.069
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M05	1.237
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M04	791
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M03	1.230
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M02	292
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	1999M01	656
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M08	201.687
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M07	171.833
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M06	104.533
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M05	79.463
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M04	78.815
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M03	46.861
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M02	40.816
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M01	30.543
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M12	68.570
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M11	60.501
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M10	94.488
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M09	117.065
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M08	194.589
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M07	151.982
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M06	76.867
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M05	44.741
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M04	26.433
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M03	25.730
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M02	11.886
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2021M01	10.899
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M12	13.637
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M11	14.584
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M10	43.180
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M09	70.658
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M08	139.227
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M07	100.636
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M06	18.340
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M05	1.236
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M04	0
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M03	20.008
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M02	48.680
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2020M01	47.932
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M12	79.829
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M11	64.208
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M10	93.548
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M09	121.528
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M08	187.200
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M07	158.326
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M06	104.025
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M05	80.340
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M04	82.136
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M03	58.539
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M02	45.825
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2019M01	43.020
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M12	61.200
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M11	62.831
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M10	90.289
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M09	120.389
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M08	189.670
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M07	145.893
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M06	100.052
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M05	74.112
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M04	69.686
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M03	65.243
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M02	44.496
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2018M01	45.209
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M12	55.885
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M11	60.077
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M10	100.183
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M09	122.024
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M08	206.653
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M07	173.052
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M06	106.767
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M05	71.050
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M04	87.323
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M03	52.755
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M02	46.202
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2017M01	42.592
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M12	48.372
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M11	51.313
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M10	86.879
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M09	112.348
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M08	183.375
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M07	157.194
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M06	97.775
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M05	67.163
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M04	61.039
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M03	63.204
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M02	43.304
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2016M01	36.273
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M12	45.381
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M11	48.368
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M10	84.189
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M09	102.910
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M08	172.657
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M07	143.154
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M06	90.333
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M05	64.472
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M04	60.704
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M03	54.951
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M02	39.191
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2015M01	34.491
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M12	40.351
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M11	46.198
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M10	81.955
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M09	96.005
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M08	168.660
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M07	121.529
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M06	73.386
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M05	66.937
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2014M04	62.234
